F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
FCM,9,Experiment,63,7,9,Control,Local Multiple Incongruent,426,0,16,0,G,Local,Multiple Congruent until P6,Incongruent Stimuli with Target
FCM,9,Experiment,159,5,23,Critical,Global Congruent at 6,426,0,23,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,606,4,87,Critical,Local Congruent at 6,426,0,33,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,679,7,97,Control,Local Multiple Absent,426,0,35,0,K,Local,1 Absent,Incongruent Stimuli with Target
FCM,9,Experiment,1017,2,146,Critical,Local Incongruent,426,0,50,0,U,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,218,1,32,Control,Global Multiple Incongruent,426,0,33,0,K,Global,Multiple Congruent until P6,Congruent Stimuli with Target
JMF,10,Experiment,555,2,80,Critical,Local Congruent at 6,426,0,38,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,1003,2,144,Critical,Local Congruent at 6,426,0,59,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,1063,6,152,Control,Local Multiple Absent,426,0,63,0,G,Local,1 Absent,Incongruent Stimuli with Target
JMJF,11,Experiment,27,6,4,Critical,Local Congruent at 6,426,0,6,0,E,Local,Congruent at 6,Congruent Stimuli with Target
JMJF,11,Experiment,264,5,38,Control,Global Multiple Absent,426,0,15,0,E,Global,5 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,424,4,61,Critical,Local Incongruent,426,0,22,0,A,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,453,5,65,Critical,Local Congruent at 2,426,0,23,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,1021,6,146,Control,Local All Random,426,0,39,0,K,Local,All Random,Incongruent Stimuli with Target
SEF,14,Experiment,315,7,45,Critical,Local Incongruent,426,0,26,0,E,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,407,1,59,Critical,Global Congruent at 2,426,0,31,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,189,7,27,Critical,Local Congruent at 6,426,0,36,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,437,3,63,Critical,Local Incongruent,426,0,45,0,G,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,107,2,16,Control,Global Multiple Absent,426,0,11,0,A,Global,5 Absent,Incongruent Stimuli without Target
LOF,16,Experiment,359,2,52,Critical,Local Congruent at 2,426,0,26,0,E,Local,Congruent at 2,Congruent Stimuli with Target
LOF,16,Experiment,375,4,54,Critical,Global Congruent at 6,426,0,26,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,418,5,60,Control,Global All Random,426,0,29,0,G,Global,All Random,Random Stimuli
LOF,16,Experiment,736,1,106,Control,Global Multiple Absent,426,0,44,0,A,Global,1 Absent,Incongruent Stimuli with Target
LOF,16,Experiment,755,6,108,Control,Global All Random,426,0,46,0,A,Global,All Random,Congruent Stimuli with Target
DMF,17,Experiment,1240,1,178,Critical,Local Incongruent,426,0,86,0,A,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,70,7,10,Critical,Local Congruent at 2,426,0,23,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
SSF,18,Experiment,368,4,53,Critical,Global Congruent at 6,426,0,29,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,428,1,62,Critical,Local Congruent at 2,426,0,30,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,627,4,90,Critical,Global Congruent at 2,426,0,33,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,869,1,125,Control,Global All Random,426,0,46,0,K,Global,All Random,Congruent Stimuli with Target
DFF,19,Experiment,925,1,133,Critical,Local Incongruent,426,0,49,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,284,4,41,Critical,Global Congruent at 2,426,0,45,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,687,1,99,Control,Local All Random,426,0,49,0,G,Local,All Random,Incongruent Stimuli with Target
JAF,20,Experiment,862,1,124,Control,Local Multiple Absent,426,1,57,1,K,Local,2 Absent,Incongruent Stimuli without Target
JAF,20,Experiment,1084,6,155,Critical,Local Incongruent,426,0,64,0,E,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,666,1,96,Critical,Global Congruent at 6,426,0,44,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,878,3,126,Control,Global All Random,426,0,55,0,K,Global,All Random,Incongruent Stimuli without Target
RFM,23,Experiment,1012,4,145,Critical,Global Incongruent,426,0,65,0,K,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,1226,1,176,Critical,Local Congruent at 2,426,0,66,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Practice,50,1,8,Control,Global Multiple Incongruent,426,0,0,0,A,Global,Multiple Congruent until P6,Congruent Stimuli with Target
ADF,3,Practice,30,2,5,Critical,Global Congruent at 2,426,0,12,0,U,Global,Congruent at 2,Congruent Stimuli with Target
DSM,6,Practice,42,7,6,Critical,Global Congruent at 2,426,0,14,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Practice,52,3,8,Critical,Local Congruent at 2,426,1,10,1,U,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Practice,31,3,5,Critical,Global Congruent at 2,426,0,4,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Practice,59,3,9,Critical,Local Congruent at 6,426,0,4,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Practice,14,7,2,Control,Global All Random,426,0,6,0,G,Global,All Random,Incongruent Stimuli with Target
SBF,1,Experiment,26,5,4,Critical,Local Congruent at 6,427,0,0,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,257,5,37,Control,Local Multiple Absent,427,0,40,0,A,Local,1 Absent,Congruent Stimuli with Target
FTM,2,Experiment,698,5,100,Control,Global Multiple Incongruent,427,0,61,0,K,Global,Multiple Congruent until P2,Congruent Stimuli with Target
HWF,4,Experiment,492,2,71,Critical,Global Incongruent,427,0,16,0,A,Global,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,163,2,24,Critical,Local Congruent at 2,427,0,7,0,K,Local,Congruent at 2,Congruent Stimuli with Target
HBF,5,Experiment,1039,3,149,Critical,Global Congruent at 6,427,0,35,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,1161,6,166,Critical,Local Congruent at 6,427,0,39,0,A,Local,Congruent at 6,Congruent Stimuli with Target
DSM,6,Experiment,381,3,55,Critical,Global Incongruent,427,0,29,0,G,Global,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,510,6,73,Critical,Global Congruent at 2,427,0,35,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
DSM,6,Experiment,1248,2,179,Critical,Global Incongruent,427,1,269,11,G,Global,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,313,5,45,Critical,Local Congruent at 2,427,0,31,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,1059,2,152,Critical,Local Incongruent,427,0,67,0,E,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,1085,7,155,Critical,Local Incongruent,427,0,67,0,K,Local,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,839,6,120,Critical,Local Congruent at 6,427,0,44,0,G,Local,Congruent at 6,Congruent Stimuli with Target
FCM,9,Experiment,40,5,6,Critical,Global Congruent at 6,427,0,14,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,294,7,42,Critical,Global Incongruent,427,0,27,0,U,Global,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,317,2,46,Critical,Local Congruent at 2,427,0,28,0,U,Local,Congruent at 2,Congruent Stimuli with Target
FCM,9,Experiment,707,7,101,Control,Local All Random,427,0,35,0,G,Local,All Random,Incongruent Stimuli with Target
FCM,9,Experiment,898,2,129,Critical,Global Congruent at 6,427,0,41,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,314,6,45,Critical,Global Congruent at 2,427,0,36,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,1058,1,152,Control,Local Multiple Absent,427,0,63,0,G,Local,1 Absent,Congruent Stimuli with Target
JMJF,11,Experiment,2,2,1,Critical,Global Congruent at 2,427,0,6,0,E,Global,Congruent at 2,Congruent Stimuli with Target
JMJF,11,Experiment,13,6,2,Critical,Local Congruent at 2,427,0,6,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,198,2,29,Control,Global Multiple Absent,427,0,14,0,U,Global,7 Absent,Random Stimuli
JMJF,11,Experiment,199,3,29,Control,Global Multiple Absent,427,0,14,0,U,Global,7 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,260,1,38,Control,Global Multiple Absent,427,0,15,0,E,Global,5 Absent,Random Stimuli
VSF,12,Experiment,478,2,69,Critical,Global Congruent at 2,427,0,50,0,U,Global,Congruent at 2,Congruent Stimuli with Target
MLF,13,Experiment,125,6,18,Critical,Global Incongruent,427,0,15,0,K,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,396,4,57,Critical,Global Congruent at 2,427,0,31,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,201,5,29,Critical,Local Congruent at 2,427,0,17,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,741,6,106,Control,Global Multiple Absent,427,0,45,0,A,Global,1 Absent,Incongruent Stimuli with Target
DMF,17,Experiment,3,3,1,Critical,Local Congruent at 2,427,0,22,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,580,6,83,Critical,Local Congruent at 6,427,0,54,0,A,Local,Congruent at 6,Congruent Stimuli with Target
DMF,17,Experiment,848,1,122,Critical,Global Congruent at 6,427,0,71,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,163,2,24,Critical,Global Congruent at 6,427,0,25,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,521,3,75,Critical,Local Congruent at 2,427,0,29,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
SSF,18,Experiment,1002,1,144,Control,Local Multiple Absent,427,0,37,0,K,Local,1 Absent,Incongruent Stimuli with Target
DFF,19,Experiment,233,2,34,Critical,Local Congruent at 6,427,0,25,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,399,7,57,Critical,Local Congruent at 6,427,0,30,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,711,4,102,Critical,Global Incongruent,427,0,38,0,U,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1061,4,152,Critical,Global Incongruent,427,0,55,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,346,3,50,Critical,Global Incongruent,427,0,45,0,E,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1042,6,149,Critical,Local Congruent at 2,427,0,62,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,358,1,52,Control,Global Multiple Absent,427,0,59,0,U,Global,4 Absent,Incongruent Stimuli without Target
ALF,22,Experiment,117,5,17,Critical,Global Congruent at 2,427,0,9,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,132,6,19,Control,Local Multiple Incongruent,427,0,9,0,E,Local,Multiple Congruent until P6,Congruent Stimuli with Target
RFM,23,Experiment,237,6,34,Control,Global Multiple Absent,427,0,32,0,U,Global,1 Absent,Congruent Stimuli with Target
RFM,23,Experiment,967,1,139,Control,Local Multiple Absent,427,1,64,2,K,Local,6 Absent,Incongruent Stimuli without Target
SBF,1,Practice,41,6,6,Critical,Local Congruent at 6,427,0,0,0,A,Local,Congruent at 6,Congruent Stimuli with Target
HWF,4,Practice,41,6,6,Critical,Local Incongruent,427,0,2,0,A,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Practice,66,3,10,Critical,Local Congruent at 6,427,0,13,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Practice,44,2,7,Critical,Global Congruent at 6,427,0,17,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Practice,58,2,9,Control,Local Multiple Absent,427,0,10,0,A,Local,1 Absent,Congruent Stimuli with Target
ALF,22,Practice,65,2,10,Critical,Global Congruent at 2,427,0,5,0,A,Global,Congruent at 2,Congruent Stimuli with Target
SBF,1,Experiment,11,4,2,Control,Local All Random,428,0,0,0,A,Local,All Random,Incongruent Stimuli with Target
SBF,1,Experiment,342,6,49,Critical,Local Incongruent,428,0,17,0,E,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,748,6,107,Control,Local All Random,428,0,35,0,K,Local,All Random,Congruent Stimuli with Target
FTM,2,Experiment,437,3,63,Control,Global Multiple Absent,428,0,50,0,G,Global,6 Absent,Random Stimuli
HWF,4,Experiment,504,7,72,Critical,Local Congruent at 2,428,0,16,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,592,4,85,Critical,Local Congruent at 2,428,0,16,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,608,6,87,Critical,Local Congruent at 6,428,0,16,0,A,Local,Congruent at 6,Congruent Stimuli with Target
HWF,4,Experiment,688,2,99,Critical,Global Congruent at 6,428,0,19,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,731,3,105,Critical,Global Congruent at 2,428,0,21,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,834,1,120,Critical,Global Congruent at 6,428,0,24,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,418,5,60,Critical,Local Congruent at 6,428,0,15,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,456,1,66,Critical,Local Congruent at 2,428,0,15,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,474,5,68,Critical,Local Congruent at 2,428,0,15,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,683,4,98,Critical,Global Congruent at 6,428,0,17,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,1061,4,152,Control,Global All Random,428,0,36,0,A,Global,All Random,Congruent Stimuli with Target
DSM,6,Experiment,69,6,10,Critical,Local Congruent at 6,428,0,22,0,U,Local,Congruent at 6,Congruent Stimuli with Target
DSM,6,Experiment,335,6,48,Control,Global All Random,428,0,27,0,E,Global,All Random,Incongruent Stimuli without Target
DSM,6,Experiment,485,2,70,Critical,Local Congruent at 6,428,0,34,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,615,6,88,Critical,Global Incongruent,428,0,36,0,K,Global,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,854,7,122,Critical,Local Congruent at 2,428,0,105,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,28,7,4,Critical,Local Congruent at 2,428,0,15,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,64,1,10,Critical,Global Incongruent,428,0,16,0,U,Global,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,124,5,18,Control,Local All Random,428,0,16,0,E,Local,All Random,Congruent Stimuli with Target
KLF,7,Experiment,158,4,23,Control,Global All Random,428,0,18,0,G,Global,All Random,Congruent Stimuli with Target
FCM,9,Experiment,126,7,18,Critical,Global Congruent at 2,428,0,20,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,301,7,43,Control,Global All Random,428,0,27,0,A,Global,All Random,Congruent Stimuli with Target
FCM,9,Experiment,609,7,87,Critical,Local Congruent at 6,428,0,33,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,1098,6,157,Control,Local Multiple Absent,428,0,52,0,A,Local,4 Absent,Incongruent Stimuli with Target
JMF,10,Experiment,818,6,117,Control,Global Multiple Incongruent,428,0,45,0,U,Global,Multiple Congruent until P6,Congruent Stimuli with Target
JMF,10,Experiment,872,4,125,Control,Local Multiple Incongruent,428,0,50,0,K,Local,Multiple Congruent until P6,Congruent Stimuli with Target
JMF,10,Experiment,984,4,141,Critical,Local Congruent at 2,428,0,58,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,1103,4,158,Critical,Global Incongruent,428,0,64,0,A,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,67,4,10,Control,Local Multiple Incongruent,428,1,7,1,G,Local,Multiple Congruent until P2,Incongruent Stimuli without Target
JMJF,11,Experiment,75,5,11,Critical,Global Congruent at 6,428,0,7,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,155,1,23,Control,Local Multiple Absent,428,0,10,0,G,Local,1 Absent,Incongruent Stimuli with Target
VSF,12,Experiment,223,6,32,Control,Global All Random,428,0,34,0,K,Global,All Random,Random Stimuli
VSF,12,Experiment,404,5,58,Critical,Local Congruent at 6,428,0,46,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,525,7,75,Critical,Local Congruent at 6,428,0,50,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,255,3,37,Control,Local Multiple Absent,428,0,23,0,K,Local,1 Absent,Incongruent Stimuli with Target
MLF,13,Experiment,268,2,39,Critical,Local Congruent at 6,428,0,30,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,318,3,46,Critical,Global Congruent at 2,428,0,30,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,875,7,125,Control,Local Multiple Absent,428,0,46,0,G,Local,6 Absent,Random Stimuli
MLF,13,Experiment,1011,3,145,Control,Global All Random,428,0,52,0,K,Global,All Random,Incongruent Stimuli without Target
MLF,13,Experiment,1150,2,165,Critical,Global Congruent at 6,428,0,52,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,249,4,36,Critical,Local Incongruent,428,0,20,0,G,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,393,1,57,Critical,Global Congruent at 2,428,0,31,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,369,5,53,Control,Local Multiple Absent,428,0,43,0,E,Local,2 Absent,Incongruent Stimuli with Target
SSF,18,Experiment,507,3,73,Critical,Local Congruent at 2,428,0,29,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
SSF,18,Experiment,536,4,77,Critical,Global Congruent at 6,428,0,29,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,1069,5,153,Critical,Local Congruent at 6,428,0,39,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,478,2,69,Critical,Global Incongruent,428,0,30,0,G,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,622,6,89,Critical,Local Congruent at 6,428,0,33,0,G,Local,Congruent at 6,Congruent Stimuli with Target
DFF,19,Experiment,837,4,120,Control,Global Multiple Absent,428,0,43,0,U,Global,6 Absent,Random Stimuli
JAF,20,Experiment,143,3,21,Critical,Local Incongruent,428,0,33,0,E,Local,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,41,6,6,Control,Local Multiple Absent,428,1,24,1,G,Local,5 Absent,Incongruent Stimuli with Target
ALF,22,Experiment,1036,7,148,Control,Global All Random,428,0,52,0,A,Global,All Random,Congruent Stimuli with Target
RFM,23,Experiment,21,7,3,Critical,Global Incongruent,428,0,17,0,A,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,24,3,4,Critical,Local Congruent at 6,428,0,17,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,781,4,112,Control,Global All Random,428,0,48,0,G,Global,All Random,Incongruent Stimuli without Target
RFM,23,Experiment,933,2,134,Control,Global All Random,428,1,60,1,U,Global,All Random,Random Stimuli
SBF,1,Practice,18,4,3,Critical,Local Congruent at 6,428,0,0,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Practice,47,5,7,Critical,Global Congruent at 2,428,0,11,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Practice,47,5,7,Critical,Local Congruent at 2,428,0,8,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Practice,61,5,9,Critical,Local Congruent at 2,428,0,6,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Practice,48,6,7,Critical,Global Congruent at 2,428,0,10,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Practice,51,2,8,Critical,Local Congruent at 2,428,0,8,0,E,Local,Congruent at 2,Congruent Stimuli with Target
SSF,18,Practice,65,2,10,Control,Local All Random,428,0,21,0,E,Local,All Random,Congruent Stimuli with Target
RFM,23,Practice,59,3,9,Critical,Local Incongruent,428,0,10,0,A,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,27,6,4,Critical,Local Congruent at 6,429,0,0,0,E,Local,Congruent at 6,Congruent Stimuli with Target
SBF,1,Experiment,284,4,41,Critical,Local Congruent at 2,429,0,14,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,442,1,64,Critical,Global Congruent at 2,429,0,22,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,790,6,113,Critical,Global Incongruent,429,0,38,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,172,4,25,Control,Local Multiple Incongruent,429,0,36,0,K,Local,Multiple Congruent until P2,Congruent Stimuli with Target
HWF,4,Experiment,761,5,109,Critical,Global Congruent at 2,429,0,21,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,429,2,62,Critical,Global Congruent at 6,429,0,15,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,608,6,87,Critical,Local Incongruent,429,0,16,0,G,Local,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,655,4,94,Critical,Local Incongruent,429,0,16,0,E,Local,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,203,7,29,Control,Global Multiple Incongruent,429,0,25,0,U,Global,Multiple Congruent until P6,Random Stimuli
DSM,6,Experiment,392,7,56,Critical,Local Congruent at 2,429,0,29,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
DSM,6,Experiment,550,4,79,Critical,Local Congruent at 2,429,0,35,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,561,1,81,Critical,Local Incongruent,429,0,34,0,E,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,589,1,85,Critical,Global Congruent at 2,429,0,34,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,1076,5,154,Critical,Global Incongruent,429,0,67,0,E,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,132,6,19,Control,Global Multiple Absent,429,0,14,0,K,Global,4 Absent,Congruent Stimuli with Target
LDF,8,Experiment,814,2,117,Control,Local Multiple Incongruent,429,0,42,0,A,Local,Multiple Congruent until P6,Congruent Stimuli with Target
FCM,9,Experiment,103,5,15,Control,Local Multiple Incongruent,429,0,19,0,E,Local,Multiple Congruent until P6,Congruent Stimuli with Target
FCM,9,Experiment,284,4,41,Critical,Global Congruent at 6,429,0,27,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,425,5,61,Critical,Local Incongruent,429,0,31,0,G,Local,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,962,3,138,Critical,Global Congruent at 6,429,0,46,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,554,1,80,Critical,Local Congruent at 6,429,0,38,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,567,7,81,Critical,Global Congruent at 6,429,0,38,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,123,4,18,Critical,Local Congruent at 6,429,0,7,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,272,6,39,Critical,Global Incongruent,429,0,15,0,E,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,296,2,43,Control,Local Multiple Incongruent,429,0,16,0,K,Local,Multiple Congruent until P6,Congruent Stimuli with Target
VSF,12,Experiment,129,3,19,Critical,Local Incongruent,429,0,27,0,E,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,782,5,112,Control,Local All Random,429,1,76,1,G,Local,All Random,Incongruent Stimuli without Target
MLF,13,Experiment,779,2,112,Critical,Local Congruent at 6,429,0,45,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,702,2,101,Control,Local Multiple Absent,429,0,58,0,A,Local,1 Absent,Congruent Stimuli with Target
SEF,14,Experiment,728,7,104,Control,Local All Random,429,1,63,1,U,Local,All Random,Incongruent Stimuli with Target
DCF,15,Experiment,127,1,19,Critical,Local Congruent at 2,429,0,28,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,766,3,110,Control,Local Multiple Absent,429,0,60,0,U,Local,6 Absent,Incongruent Stimuli without Target
LOF,16,Experiment,173,5,25,Control,Local Multiple Absent,429,0,15,0,G,Local,3 Absent,Incongruent Stimuli without Target
LOF,16,Experiment,374,3,54,Critical,Global Congruent at 6,429,0,26,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,1026,4,147,Control,Local Multiple Absent,429,0,67,0,U,Local,3 Absent,Random Stimuli
DMF,17,Experiment,914,4,131,Critical,Local Incongruent,429,0,75,0,U,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,152,5,22,Critical,Local Incongruent,429,0,25,0,A,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,309,1,45,Critical,Local Congruent at 2,429,0,26,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SSF,18,Experiment,729,1,105,Control,Local Multiple Absent,429,0,30,0,E,Local,4 Absent,Congruent Stimuli with Target
DFF,19,Experiment,466,4,67,Critical,Local Incongruent,429,0,30,0,G,Local,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,801,3,115,Critical,Global Congruent at 2,429,0,40,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,808,3,116,Critical,Global Congruent at 6,429,0,40,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,671,6,96,Critical,Local Incongruent,429,0,48,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,837,4,120,Critical,Global Congruent at 2,429,0,55,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,958,6,137,Control,Global All Random,429,0,133,0,K,Global,All Random,Random Stimuli
ALF,22,Experiment,108,3,16,Control,Global Multiple Incongruent,429,0,8,0,G,Global,Multiple Congruent until P2,Incongruent Stimuli with Target
ALF,22,Experiment,1086,1,156,Critical,Global Congruent at 2,429,0,55,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,50,1,8,Control,Local Multiple Incongruent,429,0,19,0,U,Local,Multiple Congruent until P2,Congruent Stimuli with Target
RFM,23,Experiment,228,4,33,Critical,Local Congruent at 6,429,0,32,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
