F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
JAF,20,Experiment,198,2,29,Critical,Local Congruent at 2,370,0,40,0,G,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,199,3,29,Critical,Local Congruent at 2,370,0,40,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,242,4,35,Critical,Global Congruent at 6,370,0,43,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,249,4,36,Critical,Global Congruent at 6,370,0,44,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,251,6,36,Critical,Global Congruent at 6,370,0,44,0,A,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,252,7,36,Critical,Global Congruent at 6,370,0,44,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,254,2,37,Critical,Global Congruent at 2,370,0,44,0,E,Global,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,257,5,37,Critical,Global Congruent at 2,370,0,44,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,274,1,40,Critical,Global Incongruent,370,0,45,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,288,1,42,Critical,Global Incongruent,370,0,45,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,289,2,42,Critical,Global Incongruent,370,0,45,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,291,4,42,Critical,Global Incongruent,370,0,45,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,295,1,43,Critical,Global Congruent at 6,370,0,45,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,303,2,44,Critical,Global Incongruent,370,0,45,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,306,5,44,Critical,Global Incongruent,370,0,45,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,308,7,44,Critical,Global Incongruent,370,0,45,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,365,1,53,Critical,Local Congruent at 6,370,0,45,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,372,1,54,Critical,Global Congruent at 6,370,0,45,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,394,2,57,Critical,Global Incongruent,370,0,45,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,429,2,62,Critical,Local Incongruent,370,0,46,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,430,3,62,Critical,Local Incongruent,370,0,46,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,437,3,63,Critical,Local Congruent at 2,370,0,46,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,438,4,63,Critical,Local Congruent at 2,370,0,46,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,440,6,63,Critical,Local Congruent at 2,370,0,46,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,441,7,63,Critical,Local Congruent at 2,370,0,46,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,442,1,64,Critical,Global Congruent at 6,370,0,46,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,443,2,64,Critical,Global Congruent at 6,370,0,46,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,446,5,64,Critical,Global Congruent at 6,370,0,46,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,447,6,64,Critical,Global Congruent at 6,370,0,46,0,K,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,456,1,66,Critical,Local Incongruent,370,0,46,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,463,1,67,Critical,Local Incongruent,370,0,46,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,465,3,67,Critical,Local Incongruent,370,0,46,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,467,5,67,Critical,Local Incongruent,370,0,46,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,469,7,67,Critical,Local Incongruent,370,0,46,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,470,1,68,Critical,Global Congruent at 6,370,0,46,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,472,3,68,Critical,Global Congruent at 6,370,0,46,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,474,5,68,Critical,Global Congruent at 6,370,0,46,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,475,6,68,Critical,Global Congruent at 6,370,0,46,0,U,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,477,1,69,Critical,Local Incongruent,370,0,46,0,G,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,483,7,69,Critical,Local Incongruent,370,0,46,0,G,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,486,3,70,Critical,Local Congruent at 6,370,0,46,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,491,1,71,Critical,Global Incongruent,370,0,46,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,493,3,71,Critical,Global Incongruent,370,0,46,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,494,4,71,Critical,Global Incongruent,370,0,46,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,496,6,71,Critical,Global Incongruent,370,0,46,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,497,7,71,Critical,Global Incongruent,370,0,46,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,498,1,72,Critical,Local Congruent at 2,370,0,46,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,500,3,72,Critical,Local Congruent at 2,370,0,46,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,503,6,72,Critical,Local Congruent at 2,370,0,46,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,505,1,73,Critical,Global Incongruent,370,0,46,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,508,4,73,Critical,Global Incongruent,370,0,46,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,509,5,73,Critical,Global Incongruent,370,0,46,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,510,6,73,Critical,Global Incongruent,370,0,46,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,511,7,73,Critical,Global Incongruent,370,0,46,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,514,3,74,Critical,Global Congruent at 2,370,0,46,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,516,5,74,Critical,Global Congruent at 2,370,0,46,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,520,2,75,Critical,Global Congruent at 2,370,0,46,0,U,Global,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,521,3,75,Critical,Global Congruent at 2,370,0,46,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,529,4,76,Critical,Global Congruent at 2,370,0,46,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,530,5,76,Critical,Global Congruent at 2,370,0,46,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,531,6,76,Critical,Global Congruent at 2,370,0,46,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,532,7,76,Critical,Global Congruent at 2,370,0,46,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,539,7,77,Critical,Local Congruent at 2,370,0,46,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,540,1,78,Critical,Global Incongruent,370,0,46,0,E,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,549,3,79,Critical,Local Congruent at 2,370,0,46,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,550,4,79,Critical,Local Congruent at 2,370,0,46,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,551,5,79,Critical,Local Congruent at 2,370,0,46,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,556,3,80,Critical,Local Congruent at 6,370,0,46,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,558,5,80,Critical,Local Congruent at 6,370,0,46,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,559,6,80,Critical,Local Congruent at 6,370,0,46,0,G,Local,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,561,1,81,Critical,Global Congruent at 6,370,0,46,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,566,6,81,Critical,Global Congruent at 6,370,0,46,0,G,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,572,5,82,Critical,Local Congruent at 2,370,0,46,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,574,7,82,Critical,Local Congruent at 2,370,0,46,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,578,4,83,Critical,Global Incongruent,370,0,46,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,593,5,85,Critical,Local Congruent at 6,370,0,46,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,595,7,85,Critical,Local Congruent at 6,370,0,46,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,604,2,87,Critical,Local Congruent at 6,370,0,46,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,605,3,87,Critical,Local Congruent at 6,370,0,46,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,606,4,87,Critical,Local Congruent at 6,370,0,46,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,613,4,88,Critical,Global Congruent at 6,370,0,46,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,614,5,88,Critical,Global Congruent at 6,370,0,46,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,621,5,89,Critical,Local Incongruent,370,0,46,0,K,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,628,5,90,Critical,Global Congruent at 2,370,0,46,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,639,2,92,Critical,Global Congruent at 6,370,0,47,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,640,3,92,Critical,Global Congruent at 6,370,0,47,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,641,4,92,Critical,Global Congruent at 6,370,0,47,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,642,5,92,Critical,Global Congruent at 6,370,0,47,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,645,1,93,Critical,Global Incongruent,370,0,47,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,647,3,93,Critical,Global Incongruent,370,0,47,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,649,5,93,Critical,Global Incongruent,370,0,47,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,650,6,93,Critical,Global Incongruent,370,0,47,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,651,7,93,Critical,Global Incongruent,370,0,47,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,652,1,94,Critical,Global Incongruent,370,0,47,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,653,2,94,Critical,Global Incongruent,370,0,47,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,654,3,94,Critical,Global Incongruent,370,0,47,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,667,2,96,Critical,Local Incongruent,370,0,48,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,712,5,102,Critical,Global Congruent at 2,370,0,51,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,714,7,102,Critical,Global Congruent at 2,370,0,51,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,729,1,105,Critical,Local Congruent at 6,370,0,51,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,730,2,105,Critical,Local Congruent at 6,370,0,51,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,731,3,105,Critical,Local Congruent at 6,370,0,51,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,732,4,105,Critical,Local Congruent at 6,370,0,51,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,733,5,105,Critical,Local Congruent at 6,370,0,51,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,734,6,105,Critical,Local Congruent at 6,370,0,51,0,U,Local,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,737,2,106,Critical,Global Congruent at 2,370,0,51,0,E,Global,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,738,3,106,Critical,Global Congruent at 2,370,0,51,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,739,4,106,Critical,Global Congruent at 2,370,0,51,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,740,5,106,Critical,Global Congruent at 2,370,0,51,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,742,7,106,Critical,Global Congruent at 2,370,0,51,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,757,1,109,Critical,Local Congruent at 2,370,0,52,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,758,2,109,Critical,Local Congruent at 2,370,0,52,0,K,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,759,3,109,Critical,Local Congruent at 2,370,0,52,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,760,4,109,Critical,Local Congruent at 2,370,0,52,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,771,1,111,Critical,Local Incongruent,370,0,52,0,K,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,792,1,114,Critical,Local Congruent at 2,370,0,54,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,793,2,114,Critical,Local Congruent at 2,370,0,54,0,E,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,798,7,114,Critical,Local Congruent at 2,370,0,54,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,806,1,116,Critical,Global Congruent at 6,370,0,55,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,812,7,116,Critical,Global Congruent at 6,370,0,55,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,813,1,117,Critical,Local Incongruent,370,0,55,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,814,2,117,Critical,Local Incongruent,370,0,55,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,817,5,117,Critical,Local Incongruent,370,0,55,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,820,1,118,Critical,Local Congruent at 6,370,0,55,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,821,2,118,Critical,Local Congruent at 6,370,0,55,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,822,3,118,Critical,Local Congruent at 6,370,0,55,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,836,3,120,Critical,Global Congruent at 2,370,0,55,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,876,1,126,Critical,Local Congruent at 2,370,0,57,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,877,2,126,Critical,Local Congruent at 2,370,0,57,0,A,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,882,7,126,Critical,Local Congruent at 2,370,0,57,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,892,3,128,Critical,Local Congruent at 6,370,0,57,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,893,4,128,Critical,Local Congruent at 6,370,0,57,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,895,6,128,Critical,Local Congruent at 6,370,0,57,0,K,Local,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,904,1,130,Critical,Global Congruent at 6,370,0,57,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,910,7,130,Critical,Global Congruent at 6,370,0,57,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,914,4,131,Critical,Local Congruent at 6,370,0,58,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,916,6,131,Critical,Local Congruent at 6,370,0,58,0,G,Local,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,917,7,131,Critical,Local Congruent at 6,370,0,58,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,923,6,132,Critical,Global Congruent at 6,370,0,58,0,A,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,928,4,133,Critical,Global Congruent at 2,370,0,58,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,930,6,133,Critical,Global Congruent at 2,370,0,58,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,931,7,133,Critical,Global Congruent at 2,370,0,58,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,934,3,134,Critical,Global Incongruent,370,0,58,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,936,5,134,Critical,Global Incongruent,370,0,58,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,945,7,135,Critical,Global Incongruent,370,0,58,0,E,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,970,4,139,Critical,Global Congruent at 6,370,0,60,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,974,1,140,Critical,Local Congruent at 6,370,0,60,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,976,3,140,Critical,Local Congruent at 6,370,0,60,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,978,5,140,Critical,Local Congruent at 6,370,0,60,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,980,7,140,Critical,Local Congruent at 6,370,0,60,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1009,1,145,Critical,Global Congruent at 2,370,0,61,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1011,3,145,Critical,Global Congruent at 2,370,0,61,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1012,4,145,Critical,Global Congruent at 2,370,0,61,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1013,5,145,Critical,Global Congruent at 2,370,0,61,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1019,4,146,Critical,Local Incongruent,370,0,61,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1022,7,146,Critical,Local Incongruent,370,0,61,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1059,2,152,Critical,Global Congruent at 6,370,0,63,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1061,4,152,Critical,Global Congruent at 6,370,0,63,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1063,6,152,Critical,Global Congruent at 6,370,0,63,0,E,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,1064,7,152,Critical,Global Congruent at 6,370,0,63,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1088,3,156,Critical,Local Congruent at 2,370,0,64,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1089,4,156,Critical,Local Congruent at 2,370,0,64,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1090,5,156,Critical,Local Congruent at 2,370,0,64,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1092,7,156,Critical,Local Congruent at 2,370,0,64,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1095,3,157,Critical,Local Congruent at 6,370,0,64,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1096,4,157,Critical,Local Congruent at 6,370,0,64,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1099,7,157,Critical,Local Congruent at 6,370,0,64,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1101,2,158,Critical,Global Incongruent,370,0,64,0,E,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1104,5,158,Critical,Global Incongruent,370,0,64,0,E,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1109,3,159,Critical,Local Congruent at 2,370,0,64,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1111,5,159,Critical,Local Congruent at 2,370,0,64,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1113,7,159,Critical,Local Congruent at 2,370,0,64,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1114,1,160,Critical,Local Congruent at 6,370,0,64,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1120,7,160,Critical,Local Congruent at 6,370,0,64,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1121,1,161,Critical,Global Congruent at 6,370,0,64,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1123,3,161,Critical,Global Congruent at 6,370,0,64,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1125,5,161,Critical,Global Congruent at 6,370,0,64,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1132,5,162,Critical,Local Incongruent,370,0,64,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1133,6,162,Critical,Local Incongruent,370,0,64,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1135,1,163,Critical,Global Congruent at 6,370,0,64,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1143,2,164,Critical,Global Incongruent,370,0,64,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1150,2,165,Critical,Global Congruent at 2,370,0,64,0,U,Global,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,1151,3,165,Critical,Global Congruent at 2,370,0,64,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1155,7,165,Critical,Global Congruent at 2,370,0,64,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1158,3,166,Critical,Local Congruent at 6,370,0,65,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1159,4,166,Critical,Local Congruent at 6,370,0,65,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1163,1,167,Critical,Global Congruent at 6,370,0,65,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1165,3,167,Critical,Global Congruent at 6,370,0,65,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1168,6,167,Critical,Global Congruent at 6,370,0,65,0,G,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,1170,1,168,Critical,Local Congruent at 6,370,0,65,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1177,1,169,Critical,Local Congruent at 2,370,0,65,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1178,2,169,Critical,Local Congruent at 2,370,0,65,0,K,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,1186,3,170,Critical,Global Congruent at 2,370,0,65,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1190,7,170,Critical,Global Congruent at 2,370,0,65,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1192,2,171,Critical,Local Congruent at 2,370,0,65,0,U,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,1196,6,171,Critical,Local Congruent at 2,370,0,65,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1203,6,172,Critical,Global Congruent at 6,370,0,65,0,A,Global,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,1205,1,173,Critical,Global Incongruent,370,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1206,2,173,Critical,Global Incongruent,370,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1207,3,173,Critical,Global Incongruent,370,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1208,4,173,Critical,Global Incongruent,370,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1210,6,173,Critical,Global Incongruent,370,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1211,7,173,Critical,Global Incongruent,370,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1214,3,174,Critical,Local Incongruent,370,0,65,0,G,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1218,7,174,Critical,Local Incongruent,370,0,65,0,G,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1219,1,175,Critical,Global Incongruent,370,0,65,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1222,4,175,Critical,Global Incongruent,370,0,65,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1225,7,175,Critical,Global Incongruent,370,0,65,0,U,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1236,4,177,Critical,Global Congruent at 2,370,0,65,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1237,5,177,Critical,Global Congruent at 2,370,0,65,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1240,1,178,Critical,Local Incongruent,370,0,65,0,K,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1242,3,178,Critical,Local Incongruent,370,0,65,0,K,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1243,4,178,Critical,Local Incongruent,370,0,65,0,K,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1254,1,180,Critical,Global Incongruent,370,0,65,0,K,Global,Incongruent,Incongruent Stimuli with Target
